halId_s,docType_s,doiId_s,title_s,authFullName_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,publicationDateY_i,conferenceStartDateY_i,keyword_s
hal-02520534,COMM,,ANN modeling and optimization of synthesis-performance of ZnO photocatalyst,"Alma Berenice Jasso Salcedo,Sandrine Hoppe,Fernand Pla,Vladimir A. Escobar-Barrios,Mauricio Camargo,Dimitrios Meimaroglou",,,XXVII Inter-American and Colombian Chemical Engineering Congress,2014,2014,
tel-01751019,THESE,,"Élaboration et mise en oeuvre d'un modèle organisationnel favorisant l'open innovation: contribution à l'innovation collaborative,Design and implementation of an organizational model for Open Innovation : Contribution to collaborative innovation",Alexis Steiner,,,,2014,,"Open Innovation,Organizational model,Mathematic model,Simulation,Decision-making tool,Modèle organisationnel,Modèle mathématique,Outil d’aide à la décision,Innovations,Travail collaboratif,Changement organisationnel,Systèmes d'aide à la décision,Modèles mathématiques"
hal-01388218,COMM,10.1007/978-3-662-44739-0_14,From Model Based Systems Engineering to Model Based System Realization: Role and Relevance of IVTV Plan,"Vincent Chapurlat,Eric Bonjour",,,IFIP International Conference on Advances in Production Management Systems (APMS),2014,2014,"System Engineering,System Design,System Realization,Integration,Verification,Transition,Validation,Plan,Meta model"
hal-03043004,COMM,,Comparatif des dispositifs de soutien à l’internationalisation des PME : Les apports de la prise en compte de l’innovation,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt,Laure Morel",,,6ème Rencontre du Groupe de Recherche Thématique «Innovation» de l’AIMS,2014,2014,
hal-01522848,COMM,,"Learn different\, learn somewhere else. Does changing the environment impact students' learning?","Raphaël Bary,Mike Rees,J Galland",,,SEFI 2014 Annual Conference,2014,2014,
hal-01522509,ART,10.1016/j.knosys.2013.12.022,An agent-based system to build project memories during engineering projects,"Davy Monticolo,Simona Mihaita,Hind Darwich,Vincent Hilaire",Knowledge-Based Systems,Elsevier,,2014,,"Organizational model,Multi-agent system,Knowledge engineering,Ontology,Experience reuse"
hal-01522510,ART,10.1016/j.knosys.2014.06.024,Enhancing experience reuse and learning,"Eric Bonjour,Laurent Geneste,Ralph Bergmann",Knowledge-Based Systems,Elsevier,,2014,,
hal-01522833,COMM,10.3182/20140824-6-ZA-1003.01072,Optimization of a complex urban intersection using discrete event simulation and evolutionary algorithms,"Adriana Simona Mihaita,Mauricio Camargo,Pascal Lhoste",,,"19th IFAC World Congress, IFAC'14",2014,2014,"Mesoscopic road traffic simulation,Evolutionary algorithms,Optimization"
hal-01061943,COMM,,Integrative construct for model-based human-system integration: a case study,"Fabien Bouffaron,Jean-Marc Dupont,Frédérique Mayer,Gérard Morel",,,"19th IFAC World Congress, IFAC'14",2014,2014,"Human-Machine Interaction,Human-System Integration,Model Based Systems Engineering,Requirements specification"
hal-01522877,COMM,,Sustainability evaluation of a circulating fluidized bed boiler using Target‐Centred Design,"Olivier Chery,Mohammad Reza Mehrabani Golzar,Vincent Boly",,,21st Chemical and process engineering. International congress - CHISA 2014,2016,2014,
hal-01522865,COMM,10.1109/IDAM.2014.6912691,Process modelling for a creative problem solving support system,"Alex Gabriel,Mauricio Camargo,Davy Monticolo,Mario Bourgault",,,International Conference on Innovative Design and Manufacturing (ICIDM) 2014,2014,2014,
hal-03065056,COMM,10.1109/IDAM.2014.6912691,Process modelling for a creative problem solving support system,"Alex Gabriel,Mauricio Camargo,Davy Monticolo,Mario Bourgault",,,2014 International Conference on Innovative Design and Manufacturing (ICIDM),2014,2014,
hal-01203320,COMM,,Vibration modeling of sandwich structures using solid-shell finite elements,"Fessal Kpeky,Hakim Boudaoud,Hocine Chalal,Farid Abed-Meraim,El Mostafa Daya",,,"Joint 11th World Congress on Computational Mechanics, WCCM 2014, the 5th European Conference on Computational Mechanics, ECCM 2014 and the 6th European Conference on Computational Fluid Dynamics, ECFD 2014",2014,2014,"Finite elements,Sandwich structures,Solid-Shell,Vibrations"
hal-01834099,COMM,,Conception innovante en santé : revue de la littérature et cadre conceptuel pour évaluer l'acceptabilité,"Giovanny Arbelaez-Garces,Auguste Rakotondranaivo,Eric Bonjour",,,Conférence Gestion et Ingénierie des Systèmes Hospitaliers GISEH'14,2014,2014,"Conception en santé,Innovation,Acceptabilité,Parties prenantes,Évaluation amont"
hal-01522761,COMM,,Application to innovation and protection capabilities of SMEs,"Manon Enjolras,Daniel Galvez\,,Mauricio Camargo,Laure Morel",,,"International ICE Conference on Engineering, Technology and Innovation (ICE), 2014",2014,2014,
hal-01522765,COMM,10.1109/ICE.2014.6871592,Proposal of a methodology to elicit maturity curves: Application to innovation and protection capabilities of SMEs,"Manon Enjolras,Daniel Galvez\,,Mauricio Camargo,Laure Morel",,,"International ICE Conference on Engineering, Technology and Innovation (ICE), 2014",2014,2014,
hal-01332260,COMM,10.1109/ICE.2014.6871550,Study case: Living Lab Mode for urban project design: Emergence of an ad hoc methodology through collaborative innovation,"Laurent Dupont,Laure Morel,Julien Hubert,Claudine Guidat",,,"2014 International Conference on Engineering, Technology and Innovation (ICE)",2014,2014,"Living lab,Urban project,Co-design,Users,Participatory process"
hal-01522767,COMM,10.1109/ICE.2014.6871583,Towards a method for acceptability analysis: Application to healthcare innovation,"Giovanny Arbelaez Garces,Eric Bonjour,Auguste Rakotondranaivo",,,"International ICE Conference on Engineering, Technology and Innovation (ICE), 2014",2014,2014,
hal-02520549,COMM,,Photocatalytic degradation of endocrinal disruptors using AgZno nanoparticles immobilized in a polyacrylic matrix,"Alma Berenice Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Fernand Pla,Sandrine Hoppe,Vladimir Alonso Escobar-Barrios",,,IMRET13 – 13th International Conference on Micro reactor Technology,2014,2014,
hal-01522757,COMM,10.1109/ICE.2014.6871614,A new innovation project maturity assessment methodology based on innovation degree,"Johan Claire,Daniel Galvez\,,Vincent Boly,Mauricio Camargo",,,"International ICE Conference on Engineering, Technology and Innovation (ICE), 2014",2014,2014,
hal-00969300,COMM,,Brainstorming versus creative design reasoning,"Akin Osman Kazakçi,Thomas Gillier,Gerald Piat,Armand Hatchuel",,,Design computing and cognition 2014,2014,2014,
hal-01238123,COMM,,Dynamic response of viscoelastic multilayers structures using solid-shell finite elements,"Fessal Kpeky,Hakim Boudaoud,Hocine Chalal,Farid Abed-Meraim,El Mostafa M Daya",,,"XIXth Symposium VISHNO (Vibrations, Shocks and Noise)",2014,2014,"Finite elements,Solid-Shell,Dynamic response,Viscoelastic Sandwich,Generalized Maxwell Model"
hal-02520578,COMM,,Immobilized AgZnO photocatalyst in Poly(acrylic acid) matrix synthesized in water suspension and their photocatalytic activity,"Alma Berenice Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Sandrine Hoppe,Fernand Pla,Vladimir Alonso Escobar-Barrios",,,TechConnect World-Nanotech Conference,2014,2014,
hal-01061478,ART,10.1002/vnl.21351,Low-Molecular-Weight Glycerol Esters as Plasticizers for Poly(vinyl chloride),"Oscar Y. Suarez,Paulo Narvaez,Jean-Pierre Corriou,Mauricio Camargo,Christian Fonteix",Journal of Vinyl and Additive Technology,Wiley,,2014,,"Glycerol Esters,Plasticizers,PVC"
hal-03043013,COMM,,Measure of the SMEs’ protection capabilities through the use of the AIDA approach,"Manon Enjolras,Daniel Galvez Manriquez,Mauricio Camargo,Laure Morel",,,International Conference on Management of Technology (IAMOT),2014,2014,
hal-01061477,ART,10.1016/j.jiec.2013.09.021,Multicriteria optimization of production conditions for a new phthalate-free PVC plasticizer,"Oscar Y. Suarez,Paulo Narvaez,Jean-Pierre Corriou,Mauricio Camargo,Christian Fonteix",Journal of Industrial and Engineering Chemistry,Elsevier,,2014,,Glycerol-ester Optimization Plasticizer Bioresources Modelling
hal-01785418,REPORT,,"Rapport technique final du thème « Performance énergétique global et ville intelligente » à l’usage du Grand Nancy et des acteurs de l’EcoQuartier.,Final technical report of the theme ""Energy efficiency and smart city"" for the use of the actors of Greater Nancy and the Econeighborhood' stakeholders.","Laurent Dupont,Jonathan Lacroix,Julien Hubert",,,,2014,,"Smart City,Global Energy Efficiency,Eco-neighborhood,User,Performance Energetique Globale,EcoQuartier,Usager"
tel-01750766,THESE,,"Croissance\, innovation et gestion dans les petites et moyennes entreprises industrielles du Nord-Ouest de l'Argentine: un modèle relationnel quantitatif,Growth\, innovation and management in small and medium-size industrial enterprises of Northwest of Argentina: a quantitative relational model",Julio César Rodríguez Rey,,,,2014,,"Croissance des entreprises,Innovation,Petites et moyennes entreprises,Argentine,Petites et moyennes entreprises-Argentine,Gestion d'entreprise,Innovations,Entreprises -- Croissance,Analyse multivariée"
tel-01750765,THESE,,"Analyse d'impacts du lancement de procédés innovants: Application des théories multicritères pour une évaluation robuste,Impact analysis of innovative product launched on the market: application of multicriteria and multiagent approaches",Francisco Toledo Rojas,,,,2014,,"Innovation,Fuzzy Front - End,Dynamic need analysis,Multi-agent systems MAS,Processus d'innovation,Analyse dynamique des besoins,Systèmes multi-agent,Fuzzy Front-End,Innovations,Analyse des besoins,Traitement réparti,Planification stratégique"
tel-01750684,THESE,,"Processus d'innovation centré sur l'utilisateur : identification des besoins et interprétation des données issues de l'integration de l'utilisateur dans le processus de co-conception,User-centred innovation process: needs identification and data interpretation coming from the user's integration in the design process",Nathalie Skiba,,,,2014,,"Living Lab,User-centred design,Usages,Living dimension,Realism,Continuity,Spontaneity,Empowerment,Object-role modelling ORM,Bayesian networks,Conception centrée-utilisateurs CCU,Dimension living,Réalisme,Continuité,Spontanéité,Capacitation,Réseaux bayésiens,Conception technique,Conception centrée sur l'utilisateur,Produits nouveaux,NIAM,Méthode,Statistique bayésienne"
hal-01522806,COMM,,An Intelligent System based on Natural Language Processing to support the brain purge in the creativity process,"F. Issa,Davy Monticolo,Alex Gabriel,Simona Mihaita",,,International MultiConference of Engineers and Computer Scientists 2014,2014,2014,
hal-03209653,REPORT,,"Rapport technique final du thème ""Usage des espaces publics"" à l’usage du Grand Nancy et des acteurs de l’EcoQuartier Nancy Grand Coeur.","Laurent Dupont,Julien Hubert",,,,2014,,
hal-01960260,COUV,,L’intelligence de soi au service de groupes d’étudiants,Raphaël Bary,,,,2014,,
hal-01522705,ART,10.3917/jie.013.0093,Well-suited organization to open innovation: empirical evidence from an industrial deployment,"Alexis Steiner,Laure Morel,Mauricio Camargo",Journal of Innovation Economics & Management,De Boeck Supérieur,,2014,,
hal-01522628,ART,10.3917/jie.013.0073,Monitoring of technology transfer projects in industrial clusters,"Hanen Kooli-Chaabane,Vincent Boly,Bernard Yannou",Journal of Innovation Economics & Management,De Boeck Supérieur,,2014,,
hal-01960249,COUV,,L'innovation par‐delà la science : quand l'émergence est multiple,"Vincent Boly,Laure Morel,Mauricio Camargo",,,,2014,,
hal-01061482,ART,10.1016/j.respol.2013.09.005,Evaluating innovative processes in french firms: Methodologicalproposition for firm innovation capacity evaluation,"Vincent Boly,Laure Morel,Guillaume Assielou N'Doli,Mauricio Camargo",Research Policy,Elsevier,,2014,,"Innovation,Evaluation,Value test,Innovation capacity"
hal-01152287,ART,10.1504/IJTM.2014.064017,A methodology for the development of innovation clusters: application in the health care sector,"Benjamin Zimmer,Julie Stal-Le Cardinal,Bernard Yannou,Gilles Le Cardinal,François Piette,Vincent Boly",International Journal of Innovation and Technology Management,World Scientific Publishing,,2014,,"Innovation cluster,Innovation management,Health care,Project owner,Conflict resolution,Cluster development,Value creation,Industrial policy"
hal-01522508,ART,10.1016/j.ergon.2013.08.007,A fuzzy integral based methodology to elicit semantic spaces in usability tests,"Mauricio Camargo,Laurent Wendling,Eric Bonjour",International Journal of Industrial Ergonomics,Elsevier,,2014,,"User preferences,Acceptability evaluation,Semantic spaces,Usability test,Product design,Multicriteria analysis,Fuzzy measures,Prototyping,Choquet integral"
emse-01072496,ART,,"Transition industrielle vers des offres intégrées "" produits/services","Xavier Boucher,Marie-Reine Boudarel,Damien Poyard",Revue française de gestion industrielle,Association française de gestion industrielle,,2014,,
hal-01522630,ART,10.1080/17452759.2014.919553,Towards a standard experimental protocol for open source additive manufacturing,"Fabio Alberto Cruz Sanchez,Hakim Boudaoud,Laurent Muller,Mauricio Camargo",Virtual and Physical Prototyping,Taylor & Francis,,2014,,"Open source 3-dimensional printing,Machine qualification,RepRap,Benchmarking"
hal-01838376,ART,10.1016/j.procir.2014.02.062,Design of a Single DOF Gripper based on Four-bar and Slider-crank Mechanism for Educational Purposes,"Alaa Hassan,Mouhammad Abomoharam",Procedia CIRP,ELSEVIER,,2014,,"Geometric and kinematic modeling,Design education,Four-bar mechanism,Slider-crank mechanism"
hal-01522602,ART,10.7763/IJFCC.2014.V3.269,A Multi Agent System to Manage Ideas during Collaborative Creativity Workshops,"Davy Monticolo,Simona Mihaita",International Journal of Future Computer and Communication,Prof. Mohamed Othman,,2014,,"Multi agent system,Creativity,Ideas ontology"
hal-01522702,ART,10.1002/inst.201316421,Towards a safe systems engineering,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Jean-Pierre Micaëlli,Eric Bonjour,Pascal Lamothe,Dominique Loise",INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,2013,,
hal-01061475,ART,10.4067/S0718-27242013000500004,PII- Potential Innovation Index: a tool to benchmark innovation capabilities in international context.,"Daniel Galvez\,,Mauricio Camargo,Julio Rodriguez Rey,Laure Morel",Journal of Technology Management & Innovation,,,2013,,"Benchmarking,Innovation capabilities,Potential Innovation Index,SMEs,Innovation practices"
hal-01522730,COMM,,Conception d’un réseau logistique inverse pour la méthanisation de biomasse,"S Mohamed,Daniel Galvez,Auguste Rakotondranaivo,Laure Morel,Mauricio Camargo,Michel Fick",,,14ème Congrès SFGP 2013,2013,2013,
hal-01522737,COMM,,Evaluation du potentiel de durabilité d’une chaudière à lit fluidisé circulant grâce à la Conception à Objectif Désigné (COD),"Olivier Chery,Mohammad Reza Mehrabani Golzar,Vincent Boly",,,14ème Congrès SFGP 2013,2013,2013,
hal-00842017,ART,10.1016/j.cej.2013.05.040,"Biodiesel production in a counter-current reactive extraction column: modelling\, parametric identification and optimisation","Juan Guillermo Cadavid,Rubén Dario Godoy-Silva,Paulo Narvaez,Mauricio Camargo,Christian Fonteix",Chemical Engineering Journal,Elsevier,,2013,,"Biodiesel,Process modelling and simulation,Reactive extraction,Parametric identification,Multi-criteria optimisation"
hal-01736694,COMM,10.1109/ITMC.2013.7352607,Contribution to setting up a sustainable learning in an eco-neighborhood development plan based on “Serious game”,"Lamia Brissel,Laurent Dupont,Laure Morel",,,2013 IEEE International Technology Management Conference & 19th ICE Conference (ITMC),2015,2013,
hal-00841560,COMM,,Comment relier l'ingénierie système et la sûreté de fonctionnement ?,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Eric Bonjour,Pascal Lamothe,Dominique Loise,Jean Pierre Micaëlli",,,"10e Congrès international de Génie Industriel, CIGI'2013",2013,2013,"MBSA,Ingénierie Système,Sûreté de Fonctionnement,MBSA"
tel-01750348,THESE,,"Évaluation du potentiel de durabilité d'un projet de rénovation urbain en phase de pré-conception grâce à la conception à objectif désigné (COD),Evaluation of the sustainability potential in urban renewal project at the pre-design phase through to ""Design to Objective"" method (DTO)",Mohammadreza Mehrabanigolzar,,,,2013,,"Pre-design,Sustainability,Urban renewal,Impact analysis,Decision aids tool,Préconception,Durabilité,Rénovation urbaine,Analyse d'impact,Outil d'aide à la décision,Systèmes d'aide à la décision,Villes -- Rénovation-Planification,Urbanisme durable,Environnement -- Études d'impact"
tel-01749419,THESE,,"Proposition d'un système de pilotage du processus d'innovation NSD pour le secteur de la finance,Proposal for a system dedicated to NSD service innovation process management for financial sector",Monica David Le Bezvoët,,,,2013,,"New service development NSD,Innovation process,Invariants of the project,DIOs design intermediate objects,Resources,Competencies,Tasks,Indicators,Methods,Financial industry,Project management,Services,Développement des nouveaux services NSD,Processus d'innovation,Invariants projet,OIC Objets Intermédiaires de Conception,Ressources,Compétences,Tâches,Indicateurs,Méthodes,Industrie financière,Assurance,Gestion de projet"
hal-00805851,ART,,Spécification d'exigences physico-physiologiques d'interaction homme-machine en ingénierie système,"Gérard Morel,Jean-Marc Dupont,Romain Lieber,Fabien Bouffaron,Dominique Méry,Frédérique Mayer,Jean-Luc Marty",Génie logiciel : le magazine de l'ingénierie du logiciel et des systèmes,Génie industriel multimédia,,2013,,"Ingénierie système basée sur des modèles,Facteurs humains,Physiologie intégrative,SysML"
tel-01749338,THESE,,"Design d'un territoire avec des bâtiments sans énergie fossile à l'horizon 2050,Design no fossil fuel consumptions in building sector for 2050",Grégory Kotnarovsky,,,,2013,,"Functional economy,Refurbishment process,Use value,Assessment methods,Energy efficiency program,Multi-actors system,Économie de fonctionnalité,Processus de rénovation,Valeur d'usage,Méthodes d'évaluation,Programmes d'efficacité énergétique,Systèmes multi-acteurs,Constructions-Économies d'énergie,Évaluation énergétique,Construction durable"
hal-00788151,ART,10.1016/j.ijhcs.2012.03.002,A situation model to support awareness in collaborative design,"Farouk Belkadi,Eric Bonjour,Mauricio Camargo,Nadège Troussier,Benoît Eynard",International Journal of Human-Computer Studies,Elsevier,,2013,,"Interaction modeling,Computer supported cooperative work,Situation awareness,Collaborative activities,Knowledge and information management"
hal-00770474,ART,10.1504/IJAOM.2013.051325,Complex data structures in product design: a sequential approach to elicit customer perceptions,"Mauricio Camargo,Christian Fonteix,François Delmotte",International Journal of Advanced Operations Management,Inderscience,,2013,,"Decision making,Product design,Regression analysis,Sequential algorithms,Weighting functions,Membership functions,Complex data structures,Customer perceptions,Expert judgement,New product development,NPD,Garment industry,Apparel industry,Clothing industry,Product evaluation,Sequential fitting,Fashion themes,Fashion themes"
halshs-01220604,ART,10.1504/IJPD.2013.053498,How to implement abstract design paradigm? The Case of requirements engineering,"Jean-Pierre Micaëlli,Samuel Deniaud,Eric Bonjour",International Journal of Product Development,Inderscience,,2013,,"Abstract design pradigm,Requirements engineering"
hal-01522590,ART,10.24289/ijsser.279070,"Barriers as determinants of innovation in Morocco: The case of Tangier Tetouan region,Les barrières comme déterminants de l'innovation au Maroc: Cas de la région de Tanger-Tétouan","Lagziri Narjisse,Hicham Achelhi,Mustapha Bennouna,Patrick Truchot",International Journal of Innovation and Applied Studies,ISSR Journals,,2013,,"Barriers,Model,Morocco,Innovation,Barrières,Stratégies,Modèle,Maroc"
hal-00982813,ART,10.1002/nme.4483,Automatic solver for non-linear partial differential equations with implicit local laws: Application to unilateral contact,"Arnaud Lejeune,Hakim Boudaoud,Michel Potier-Ferry,Isabelle Charpentier,Hamid Zahrouni",International Journal for Numerical Methods in Engineering,Wiley,,2013,,
hal-01321403,REPORT,,"Projet: Conception et fabrication intégrée\, mise en production de produits innovants et propres (N°8) - Action spécifique 1: Démarche collaborative innovation et de produit en entreprise","Frédérique Mayer,Pascal Lhoste",,,,2013,,
hal-01522601,ART,,Multicriteria Analysis and Case‐Based Reasoning: Applications to the Training of Young Doctors in the Context of Breast Mammogram,"Jean Renaud,Christian Fonteix,Mauricio Camargo,Aline Deruyver,Laure Morel,Didier Casner",InImpact : The Journal of Innovation Impact,Future Technology Press,,2013,,
hal-01959447,OUV,,"Eco-conception\, conception et innovation","Smaïl Aït-El-Hadj,Vincent Boly",,,,2013,,
hal-01522594,ART,,Functional economy: pertinence of principles for an energy efficiency program,"Grégory Kotnarovsky,Laure Morel,Monica David Le Bezvoët,S. Nösperger,Claudine Guidat","International journal of energy, environment, economics",Nova Science Publishers,,2013,,
hal-01960221,COUV,,Innovation in chemical engineering industries,"Oliver Potier,Mauricio Camargo",,,,2013,,
hal-01061480,ART,10.1021/ie4021182,Methodology To Predict PVC Plasticization Using Molecular Simulation by Pairs,"Oscar Y. Suarez,Paulo Narvaez,Mauricio Camargo,Jean-Pierre Corriou",Industrial and engineering chemistry research,American Chemical Society,,2013,,"Plasticization,Molecular simulation,PVC,Phtalates"
hal-02266705,COUV,10.1002/9781118562130.ch11,Innovation in chemical engineering industries,"Olivier Potier,Mauricio Camargo",,,,2013,,
hal-00872096,ART,10.1007/s00170-013-4885-1,Unification of the a priori inconsistencies checking among assembly constraints in assembly sequence planning.,"Christophe Perrard,Eric Bonjour",International Journal of Advanced Manufacturing Technology,Springer Verlag,,2013,,
hal-00866118,ART,10.1016/j.ces.2012.12.013,Emulsion copolymerization of styrene and butyl acrylate in the presence of a chain transfer agent. Part 2: Parameters estimability and confidence regions,"Brahim Benyahia,M.A. Latifi,Christian Fonteix,Fernand Pla",Chemical Engineering Science,Elsevier,,2013,,
hal-00768972,ART,10.1504/IJPD.2012.051151,Studying the Implications and Impact of Smartphones on Self-Directed Learning Under a Living Lab Approach,"Mauricio Camargo,Raphaël Bary,Nathalie Skiba,Vincent Boly,Smith Richard",International Journal of Product Development,Inderscience,,2012,,"Innovation,Living laboratory,Mobile learning,M-learning,SDL,Self-directed learning,Smartphones,Learner profiles,Living labs"
hal-01723994,REPORT,,"Concevoir des projets urbains en intégrant l'expertise d'usage : Observation et évaluation des apports d'un espace de travail collaboratif pour améliorer la concertation publique. Rapport final de recherche\, Programme Concertation\, Décision et Environnement du MEDAD","Laurent Dupont,Laure Morel,Claudine Guidat,Julien Hubert,Revel Martine",,,,2012,,
tel-01749467,THESE,,"Contribution à une meilleure maîtrise des processus créatifs en co-conception : cas de l'ameublement en architecture d'intérieur,Contribution to a better control of creative contextual in terms of co-design: case of furniture in interior architecture",Wassem Ahmad,,,,2012,,"Industrial Design,Collective Design,Creativity,TRIZ,Interior architecture,Furniture,Design industriel,Conception collective,Créativité,Architecture d'intérieur,Meuble,Meubles -- Design,Architecture intérieure,Méthode TRIZ"
hal-00724126,ART,10.1504/IJTIP.2012.048571,Improving performance evaluation metrics to manage innovative projects,"Vincent Boly,Laure Morel,Mauricio Camargo",International Journal of Technology Intelligence and Planning,Inderscience,,2012,,"Innovation,Innovative projects,Project management,Evaluation operations,Newness,Customer integration,Confrontation,Performance evaluation,Evaluation metric"
hal-00713057,ART,10.1108/17465661211242778,Enriching descriptive information in ranking and sorting problems with visualizations techniques,"Philippe Nemery,Alessio Ishizaka,Mauricio Camargo,Laure Morel",Journal of Modelling in Management,Emerald,,2012,,"Sorting,Visualisation,Classification,Decision making,FlowSort,France,Graphical Analysis for Interactive Assistance,Information,Multicriteria decision aid,Preference Ranking Organisation Method for Enrichm,Small to medium-sized enterprises"
hal-01333514,COMM,10.1109/ICE.2012.6297646,"A space for innovation process acceleration\, supporting collaborative citizens workshops","Nathalie Skiba,Laurent Dupont,Laure Morel,Claudine Guidat",,,"2012 18th International Conference on Engineering, Technology and Innovation",2012,2012,"Ideas exploration environment,Collaborative work,Uses analysis,Urban project,Citizens workshop"
hal-00734951,ART,10.1080/13574809.2012.666208,From urban concept to urban engineering: The contribution of distributed collaborative design to the management of urban projects,"Laurent Dupont,Vida Gholipour,Laure Morel,Jean-Claude Bignon,Claudine Guidat",Journal of Urban Design,Taylor & Francis (Routledge),,2012,,"Urban projects,Technological Transfer,Industrial engineering,Collaborative Ecosystem,Distributed collaborative design,Urban engineering"
hal-01522718,COMM,,A semantic wiki to support knowledge sharing in innovation activities Lecture Notes in Electrical Engineering,"Inaya Lahoud,Davy Monticolo,Vincent Hilaire,Samuel Gomes",,,International MultiConference of Engineers and Computer Scientists 2012,2012,2012,"Semantic wiki,Innovation,Ontology,Knowledge creation,Knowledge evaluation and sharing,SPARQL"
hal-00799851,ART,10.1007/s00170-012-3942-5,A priori checking inconsistencies among strategic constraints for assembly plan generation.,"Christophe Perrard,Eric Bonjour",International Journal of Advanced Manufacturing Technology,Springer Verlag,,2012,,"Assembly plan generation,Assembly sequences,Assembly strategy,Strategic constraints,Inconsistencies checking,Inconsistencies checking"
hal-03223636,ART,10.1016/j.advengsoft.2012.02.012,Object-oriented design to automate a high order non-linear solver based on asymptotic numerical method,"Arnaud Lejeune,Fabien Béchet,Hakim Boudaoud,Norman Mathieu,Michel Potier-Ferry",Advances in Engineering Software,Elsevier,,2012,,"Asymptotic numerical method,Object Oriented Programming,Non-linear solver,Generic programing,Automatic computation,C++"
hal-00738116,ART,10.3917/proj.010.0041,The Human side of organizational change : improving appropriation of project evolutions,"Perotti Clement,Stéphanie Minel,Benoît Roussel,Jean Renaud",International Journal of Projectics,,,2012,,"Organisational change,Individual change,Change management,Appropriation,Project"
hal-00645880,ART,10.1016/j.ijpe.2011.08.003,A framework for measuring logistics performance in the wine industry,"Fernanda Garcia,Martin Marchetta,Mauricio Camargo,Laure Morel,Raymundo Forradellas",International Journal of Production Economics,Elsevier,,2012,,Logistics benchmarking Performance measurement systems Wine industry Wine supply chain
hal-02140166,ART,10.4236/eng.2012.49065,Design and Multicriteria Optimization of a Two-Stage Reactive Extrusion Process for the Synthesis of Thermoplastic Polyurethanes,"Sandrine Hoppe,Dimitrios Meimaroglou,Mauricio Camargo,Christian Fonteix,Fernand Pla",Engineering,Scientific Research,,2012,,"Reactive extrusion,Thermoplastic polyurethanes,Multicriteria optimization,Modelling,Decision-making support"
hal-02989784,COMM,,Démarche d'amélioration du processus de programmation opératoire,"Julien Husson,Isabelle Dupont,Sondès Chaabane,Dardenne Gilles,Rakotondranaivo Auguste",,,GISEH,2012,2012,
hal-00708091,ART,10.1016/j.ins.2012.04.033,An application of multi-criteria decision aids models for Case-Based Reasoning,"Negar Armaghan,Jean Renaud",Information Sciences,Elsevier,,2012,,
hal-01984670,ART,10.1109/ICCISci.2012.6297216,How a semantic Wiki can support the ideas development in innovation activities,"Davy Monticolo,Laure Morel,Vincent Boly","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",,,2012,,
hal-00653908,ART,10.1002/inst.20111449,A student challenge in systems engineering: RobAFIS 2010,"Jean-Claude Tucoulou,David Gouyon,Eric Bonjour",INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,2011,,"AFIS,RobAfis,Systems Engineering"
tel-00657729,THESE,,"Contribution méthodologique au changement organisationnel : facilitation par l'appropriation et l'accompagnement de l'Homme dans les projets. Application dans un grand groupe aéronautique.,Methodological contribution to organisational change: improvement by appropriation and employees' accompaniment during projects. Case study of a major aeronautical company.",Clément Perotti,,,,2011,,"Industrial engineering,Organisational change,Change management,Organisational capacity to change,Potential impacts,Appropriation,Capacité organisationnelle à changer,Impacts potentiels,Génie Industriel,Changement organisationnel,Accompagnement du changement"
tel-01749514,THESE,,"Determinants of technology sourcing modes : the case of iranian hi-tech firms,Les déterminantes des différents modes d'accès à la technologie : étude de cas de l'Iran",Azita Karamipour,,,,2011,,"Technology,Sourcing mode,Decision,Iran,Technologie,Sourcing,Développement interne,Acquisition externe"
hal-01333590,REPORT,,Lorraine Smart Cities Living Lab: white paper on living labs,"Claudine Guidat,Laurent Dupont,Nathalie Skiba,Valérie Bretagne,Mauricio Camargo",,,,2011,,"Acceptability,Open innovation,Collaborative process,Living Lab,User,Acceptabilité"
hal-00598311,ART,10.1016/j.compind.2011.04.004,A reference framework following a proactive approach for Product Lifecycle Management,"Martin Marchetta,Frédérique Mayer,Raymundo Forradellas",Computers in Industry,Elsevier,,2011,,"PLM,Proactive Product,Intelligent Agent,Virtual Enterprise,Concurrent Engineering"
tel-01749497,THESE,,"Éco-conception collaborative de bâtiments durables,Collaborative Eco-Design of sustainable buildings",Vida Gholipour,,,,2011,,"Eco-design,Sketch phase,Architectural design,Eco-models,Digital tool,Eco-conception,Phases d'esquisse,Conception architecturale,Eco-modèle,Outil numérique,Construction durable,Architecture durable,Construction -- Bases de données,Modélisation des données du bâtiment"
hal-03995328,REPORT,,Fiches Actions de six projets du Lorraine Smart Cities Living Lab,"Laurent Dupont,Nathalie Skiba,Valérie Bretagne,Mauricio Camargo,Nadine Stoeltzlen,Claudine Guidat",,,,2011,,"Living Lab,Urban Living Lab,User-Driven Innovation"
